STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 0:15,FM-15,CLR:00,10,,75,68,64,69,9,210,18,30.04
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 0:35,FM-15,CLR:00,10,,75,68,64,69,6,210,17,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 0:55,FM-15,CLR:00,10,,73,67,64,74,10,VRB,16,30.03
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 1:15,FM-15,CLR:00,10,,73,67,64,74,6,210,,30.02
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 1:35,FM-15,CLR:00,10,,73,69,66,78,5,200,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 1:55,FM-15,CLR:00,10,,72,68,66,83,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 2:15,FM-15,CLR:00,10,,72,68,66,83,5,200,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 2:35,FM-15,CLR:00,10,,72,68,66,83,5,190,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 2:55,FM-15,SCT:04 23,10,,72,68,66,83,6,200,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 3:15,FM-15,CLR:00,10,,72,68,66,83,0,0,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 3:35,FM-15,CLR:00,10,,72,68,66,83,9,200,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 3:55,FM-15,CLR:00,10,,72,68,66,83,6,200,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 4:15,FM-15,CLR:00,10,,72,68,66,83,8,200,21,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 4:35,FM-15,CLR:00,10,,70,67,66,88,0,0,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 4:55,FM-15,CLR:00,10,,70,67,66,88,0,0,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 5:15,FM-15,CLR:00,10,,70,67,66,88,7,190,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 5:35,FM-15,CLR:00,10,,70,67,66,88,7,180,,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 5:55,FM-15,CLR:00,10,,72,68,66,83,6,190,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 6:15,FM-15,CLR:00,10,,72,68,66,83,10,200,,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 6:35,FM-15,CLR:00,10,,72,68,66,83,8,190,,30.01
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 6:55,FM-15,CLR:00,10,,72,68,66,83,9,VRB,17,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 7:15,FM-15,CLR:00,10,,73,69,66,78,14,180,18,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 7:35,FM-15,CLR:00,10,,73,69,66,78,7,200,23,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 7:55,FM-15,CLR:00,10,,75,69,66,74,5,200,17,30
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 8:15,FM-15,CLR:00,10,,75,69,66,74,8,VRB,20,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 8:35,FM-15,CLR:00,10,,75,69,66,74,14,210,22,29.99
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 8:55,FM-15,CLR:00,10,,77,70,66,69,13,VRB,24,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 9:15,FM-15,CLR:00,10,,79,71,66,65,10,VRB,21,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 9:35,FM-15,CLR:00,10,,79,71,66,65,9,VRB,20,29.98
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 9:55,FM-15,CLR:00,10,,79,71,66,65,13,VRB,21,29.97
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 10:15,FM-15,CLR:00,10,,81,71,66,62,18,VRB,24,29.96
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 10:35,FM-15,CLR:00,10,,81,71,66,62,14,180,21,29.96
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 10:55,FM-15,CLR:00,10,,82,71,66,58,16,200,25,29.95
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 11:15,FM-15,CLR:00,10,,82,71,66,58,14,190,25,29.93
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 11:35,FM-15,CLR:00,10,,82,71,66,58,13,VRB,22,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 11:55,FM-15,CLR:00,10,,84,71,64,51,9,VRB,23,29.92
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 12:15,FM-15,CLR:00,10,,84,71,64,51,14,VRB,23,29.9
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 12:35,FM-15,CLR:00,10,,84,71,64,51,14,200,24,29.89
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 12:55,FM-15,CLR:00,10,,86,72,64,49,15,VRB,28,29.88
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 13:15,FM-15,CLR:00,10,,84,71,64,51,15,200,25,29.87
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 13:35,FM-15,CLR:00,10,,88,73,66,49,10,VRB,21,29.86
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 13:55,FM-15,SCT:04 65,10,,86,72,64,49,11,VRB,22,29.85
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 14:15,FM-15,SCT:04 65,10,,86,71,63,46,15,190,25,29.84
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 14:35,FM-15,SCT:04 55,10,,86,72,64,49,11,190,24,29.82
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 14:55,FM-15,SCT:04 65,10,,86,72,64,49,13,VRB,23,29.81
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 15:15,FM-15,SCT:04 55,10,,86,72,64,49,15,190,25,29.79
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 15:35,FM-15,SCT:04 55,10,,86,72,64,49,15,VRB,29,29.78
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 15:55,FM-15,CLR:00,10,,86,71,63,46,14,VRB,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 16:15,FM-15,SCT:04 55,10,,84,71,64,51,11,VRB,24,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 16:35,FM-15,CLR:00,10,,84,71,64,51,14,180,24,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 16:55,FM-15,CLR:00,10,,86,72,64,49,16,190,21,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 17:15,FM-15,CLR:00,10,,84,71,64,51,15,200,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 17:35,FM-15,SCT:04 65,10,,84,70,63,48,17,190,32,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 17:55,FM-15,CLR:00,10,,84,69,61,45,11,210,23,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 18:15,FM-15,CLR:00,10,,82,70,63,51,9,190,23,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 18:35,FM-15,CLR:00,10,,82,70,64,55,14,190,26,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 18:55,FM-15,CLR:00,10,,82,70,64,55,10,190,18,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 19:15,FM-15,CLR:00,10,,81,70,64,58,11,190,23,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 19:35,FM-15,CLR:00,10,,81,69,63,54,13,VRB,26,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 19:55,FM-15,CLR:00,10,,81,70,64,58,17,VRB,22,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 20:15,FM-15,CLR:00,10,,79,71,66,65,14,190,23,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 20:35,FM-15,CLR:00,10,,79,70,66,65,17,180,24,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 20:55,FM-15,CLR:00,10,,79,70,66,65,15,190,28,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 21:15,FM-15,CLR:00,10,,79,71,66,65,16,190,23,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 21:35,FM-15,CLR:00,10,,79,70,66,65,17,VRB,32,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 21:55,FM-15,CLR:00,10,,77,70,66,69,17,VRB,28,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 22:15,FM-15,CLR:00,10,,77,70,66,69,11,VRB,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 22:35,FM-15,CLR:00,10,,77,70,66,69,8,VRB,22,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 22:55,FM-15,SCT:04 32,10,,75,69,66,74,10,190,22,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 23:15,FM-15,SCT:04 32,10,,75,69,66,74,16,190,26,29.71
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 23:35,FM-15,SCT:04 30,10,,75,69,66,74,13,200,24,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/1/2017 23:55,FM-15,SCT:04 30 SCT:04 35,7,,75,69,66,74,10,200,26,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 0:15,FM-15,SCT:04 30 BKN:07 70,10,,75,69,66,74,9,200,16,29.7
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 0:35,FM-15,SCT:04 29 BKN:07 70,7,,73,70,68,83,8,VRB,20,29.7
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 0:55,FM-15,CLR:00,10,,73,71,70,89,9,VRB,17,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 1:15,FM-15,CLR:00,10,,73,71,70,89,14,VRB,20,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 1:35,FM-15,CLR:00,10,,73,71,70,89,9,VRB,22,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 1:55,FM-15,SCT:04 14 SCT:04 20,10,,73,71,70,89,13,200,24,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 2:15,FM-15,CLR:00,10,,73,71,70,89,11,210,25,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 2:35,FM-15,CLR:00,10,,73,71,70,89,10,VRB,16,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 2:55,FM-15,CLR:00,10,,73,70,68,83,8,VRB,16,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 3:15,FM-15,SCT:04 25,10,,73,69,66,78,13,250,20,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 3:35,FM-15,CLR:00,10,,73,67,64,74,11,250,21,29.67
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 3:55,FM-15,CLR:00,10,,72,67,64,78,14,240,25,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 4:15,FM-15,CLR:00,10,,72,67,64,78,10,260,16,29.68
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 4:35,FM-15,CLR:00,10,,72,67,64,78,11,260,18,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 4:55,FM-15,CLR:00,10,,70,66,64,83,16,260,22,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 5:15,FM-15,CLR:00,10,,70,66,63,78,7,250,,29.69
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 5:35,FM-15,CLR:00,10,,70,66,63,78,7,260,,29.7
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 5:55,FM-15,CLR:00,10,,70,66,63,78,7,250,17,29.71
